"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"3221","Tamil Nadu","Patrolling Vehicles to government institution for Public Conveniences, Safety and Security","WS/MP393/2026-2027/206525","SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA)","Shri Karti P Chidambaram  (2024-2029)","Elected MP","14-Aug-2026","LAKSHMI INDUSTRIES","Payment Success","928530"
"3222","Punjab","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP18311/2026-2027/280933","S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA)","MALVINDER SINGH KANG (2024-2029)","Elected MP","21-Aug-2026","Sarpanch Cement Iron Store","Payment Success","32025"
"3223","Punjab","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP18311/2026-2027/280933","S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA)","MALVINDER SINGH KANG (2024-2029)","Elected MP","21-Aug-2026","Sarpanch Cement Iron Store","Payment Success","49442"
"3224","Punjab","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP18311/2026-2027/280933","S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA)","MALVINDER SINGH KANG (2024-2029)","Elected MP","21-Aug-2026","Sarpanch Cement Iron Store","Payment Success","29060"
"3225","Rajasthan","Providing CCTV camera system for security of public areas","WS/MP18166/2025-2026/256671","SIROHI(DISTRICT COLLECTOR SIROHI_IDA)","LUMBARAM (2024-2029)","Elected MP","17-Aug-2026","INDUS INITIATIVE COUNCIL","Payment Success","195706"
"3226","Tamil Nadu","Construction of road under bridge","WS/MP18185/2026-2027/246646","TIRUNELVELI(DISTRICT COLLECTOR TIRUNELVELI_IDA)","ROBERT BRUCE C (2024-2029)","Elected MP","14-Aug-2026","RICHARD HARDSON K","Payment Success","1499336"
"3227","Punjab","Construction of public toilets and bathrooms","WS/MP380/2025-2026/247592","MALERKOTLA(Deputy Commissioner Malerkotla_IDA)","Shri Amar Singh (2024-2029)","Elected MP","26-Aug-2026","Karsan Singla Govt Contractor","Payment Success","139935"
"3228","West Bengal","Street lights","WS/MP18244/2025-2026/210024","Cooch Behar(DISTRICT MAGISTRATE COOCHBEHAR_IDA)","MANOJ TIGGA (2024-2029)","Elected MP","14-Aug-2026","SUBRATA SAHA","Payment Success","735030"
"3229","West Bengal","Street lights","WS/MP18244/2025-2026/210026","Cooch Behar(DISTRICT MAGISTRATE COOCHBEHAR_IDA)","MANOJ TIGGA (2024-2029)","Elected MP","14-Aug-2026","SUBRATA SAHA","Payment Success","735030"
"3230","West Bengal","Street lights","WS/MP18244/2025-2026/210027","Cooch Behar(DISTRICT MAGISTRATE COOCHBEHAR_IDA)","MANOJ TIGGA (2024-2029)","Elected MP","14-Aug-2026","SUBRATA SAHA","Payment Success","735030"
"3231","West Bengal","Street lights","WS/MP18244/2025-2026/210029","Cooch Behar(DISTRICT MAGISTRATE COOCHBEHAR_IDA)","MANOJ TIGGA (2024-2029)","Elected MP","14-Aug-2026","SUBRATA SAHA","Payment Success","735030"
"3232","West Bengal","Street lights","WS/MP18244/2025-2026/210030","Cooch Behar(DISTRICT MAGISTRATE COOCHBEHAR_IDA)","MANOJ TIGGA (2024-2029)","Elected MP","14-Aug-2026","SUBRATA SAHA","Payment Success","735030"
"3233","West Bengal","Street lights","WS/MP18244/2025-2026/210028","Cooch Behar(DISTRICT MAGISTRATE COOCHBEHAR_IDA)","MANOJ TIGGA (2024-2029)","Elected MP","14-Aug-2026","SUBRATA SAHA","Payment Success","735030"
"3234","Andhra Pradesh","Providing drains and gutters for public drainage","WS/MP18018/2025-2026/231455","VIZIANAGARAM(DISTRICT COLLECTOR VIZIANAGARAM_IDA)","Appalanaidu Kalisetti (2024-2029)","Elected MP","14-Aug-2026","Pinninti Ramanamma","Payment Success","78792"
"3235","Uttarakhand","Construction of footpaths and pedestrian ways","WS/MP477/2026-2027/269915","BAGESHWAR(DISTRICT MAGISTRATE BAGESHWAR_IDA)","Ajay Tamta (2024-2029)","Elected MP","17-Aug-2026","radha bora","Payment Success","7812"
"3236","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18326/2025-2026/238269","MORBI(District collector Morbi_IDA)","CHANDUBHAI CHHAGANBHAI SHIHORA (2024-2029)","Elected MP","18-Aug-2026","KEDARIYA GRAM PANCHAYAT","Payment Success","499087"
"3237","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18104/2026-2027/285482","NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA)","DARSHAN SINGH CHOUDHARY (2024-2029)","Elected MP","14-Aug-2026","GRAM PANCHAYAT MISROD SARPANCH GRAM","Payment Success","150000"
"3238","Karnataka","Construction of community centers and community halls","WS/MP618/2026-2027/228206","BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA)","Parvatagouda Chandanagouda Gaddigoudar (2024-2029)","Elected MP","13-Aug-2026","BEERAPPA S YANNI","Payment Success","375000"
"3239","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18324/2025-2026/272470","AMRELI(DISTRICT COLLECTOR AMRELI_IDA)","BHARATBHAI MANUBHAI SUTARIYA (2024-2029)","Elected MP","14-Aug-2026","shree jambarvala gram panchayat","Payment Success","400000"
"3240","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18042/2026-2027/260755","SAMASTIPUR(DISTRICT PLANNING OFFICER SAMASTIPUR_IDA)","SHAMBHAVI (2024-2029)","Elected MP","22-Aug-2026","NIDHI ENTERPRISES","Payment Success","489900"
"3241","Haryana","Construction of community centers and community halls","WS/MP18065/2025-2026/224947","ROHTAK(DEPUTY COMMISSIONER ROHTAK_IDA)","DEEPENDER SINGH HOODA (2024-2029)","Elected MP","24-Aug-2026","VAIBHAV Contractor","Payment Success","336237"
"3242","Haryana","Construction of common work sheds/ common covered sitting area","WS/MP18065/2025-2026/218315","ROHTAK(DEPUTY COMMISSIONER ROHTAK_IDA)","DEEPENDER SINGH HOODA (2024-2029)","Elected MP","18-Aug-2026","THE RENUKA CO OP L AND C SOCIETY","Payment Success","1230450"
"3243","Punjab","Construction of toilet blocks","WS/MP18158/2025-2026/269985","S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA)","DR DHARAMVIRA GANDHI (2024-2029)","Elected MP","14-Aug-2026","J S TRADING","Payment Success","24389"
"3244","Punjab","Construction of toilet blocks","WS/MP18158/2025-2026/269985","S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA)","DR DHARAMVIRA GANDHI (2024-2029)","Elected MP","14-Aug-2026","BALISTER PATEL","Payment Success","15600"
"3245","Punjab","Construction of toilet blocks","WS/MP18158/2025-2026/269985","S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA)","DR DHARAMVIRA GANDHI (2024-2029)","Elected MP","14-Aug-2026","BALISTER PATEL","Payment Success","12000"
"3246","Punjab","Construction of toilet blocks","WS/MP18158/2025-2026/269985","S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA)","DR DHARAMVIRA GANDHI (2024-2029)","Elected MP","14-Aug-2026","BALISTER PATEL","Payment Success","20000"
"3247","Punjab","Construction of toilet blocks","WS/MP18158/2025-2026/269985","S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA)","DR DHARAMVIRA GANDHI (2024-2029)","Elected MP","14-Aug-2026","BALISTER PATEL","Payment Success","12400"
"3248","Punjab","Construction of toilet blocks","WS/MP18158/2025-2026/269985","S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA)","DR DHARAMVIRA GANDHI (2024-2029)","Elected MP","14-Aug-2026","J S TRADERS","Payment Success","80378"
"3249","Punjab","Construction of toilet blocks","WS/MP18158/2025-2026/269985","S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA)","DR DHARAMVIRA GANDHI (2024-2029)","Elected MP","14-Aug-2026","JBM CONSTRUCTIONS AND SUPPLIERS","Payment Success","7600"
"3250","Odisha","Street lights","WS/MP18350/2026-2027/274668","Nayagada(DISTRICT COLLECTOR  NAYAGARH_IDA)","SUKANTA KUMAR PANIGRAHI (2024-2029)","Elected MP","18-Aug-2026","Puspanjali Murmu","Payment Success","346500"
"3251","Odisha","Street lights","WS/MP18350/2026-2027/274666","Nayagada(DISTRICT COLLECTOR  NAYAGARH_IDA)","SUKANTA KUMAR PANIGRAHI (2024-2029)","Elected MP","14-Aug-2026","Puspanjali Murmu","Payment Success","346500"
"3252","Odisha","Street lights","WS/MP18350/2026-2027/274667","Nayagada(DISTRICT COLLECTOR  NAYAGARH_IDA)","SUKANTA KUMAR PANIGRAHI (2024-2029)","Elected MP","21-Aug-2026","Puspanjali Murmu","Payment Success","168300"
"3253","Uttarakhand","Construction of community centers and community halls","WS/MP021/2025-2026/178119","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt (2024-2029)","Elected MP","23-Aug-2026","mahendra kumar","Payment Success","17934"
"3254","Uttarakhand","Construction of community centers and community halls","WS/MP021/2025-2026/178118","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt (2024-2029)","Elected MP","23-Aug-2026","mahendra kumar","Payment Success","10248"
"3255","Uttarakhand","Construction of community centers and community halls","WS/MP021/2025-2026/178118","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt (2024-2029)","Elected MP","23-Aug-2026","JOD SINGH","Payment Success","11615"
"3256","Uttarakhand","Construction of community centers and community halls","WS/MP021/2025-2026/178119","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt (2024-2029)","Elected MP","23-Aug-2026","JOD SINGH","Payment Success","24240"
"3257","Uttarakhand","Construction of community centers and community halls","WS/MP021/2025-2026/178119","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt (2024-2029)","Elected MP","23-Aug-2026","DINESH CHNDRA","Payment Success","17934"
"3258","Uttarakhand","Construction of community centers and community halls","WS/MP021/2025-2026/178118","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt (2024-2029)","Elected MP","23-Aug-2026","DINESH CHNDRA","Payment Success","10248"
"3259","Gujarat","Installing tube-wells and borewells","WS/MP18276/2025-2026/224997","NARMADA(DISTRICT COLLECTOR NARMADA_IDA)","JASHUBHAI BHILUBHAI RATHVA (2024-2029)","Elected MP","18-Aug-2026","KUMAS GRAM PANCHAYAT","Payment Success","125265"
"3260","Tamil Nadu","Construction of bus-sheds or bus-stops","WS/MP866/2025-2026/266782","CHENNAI(COMMISSIONER MUNCIPAL CORPORATION CHENNAI_IDA)","Kalanidhi Veeraswamy (2024-2029)","Elected MP","17-Aug-2026","KSK ENGINEERS","Payment Success","1137736"
"3261","Tamil Nadu","Construction of bus-sheds or bus-stops","WS/MP866/2025-2026/266784","CHENNAI(COMMISSIONER MUNCIPAL CORPORATION CHENNAI_IDA)","Kalanidhi Veeraswamy (2024-2029)","Elected MP","17-Aug-2026","KSK ENGINEERS","Payment Success","1179490"
"3262","Madhya Pradesh","Construction of community centers and community halls","WS/MP446/2026-2027/288513","CHHATARPUR(District Collector Chhatarpur_IDA)","Vishnu Dutt Sharma (2024-2029)","Elected MP","21-Aug-2026","GRAM PANCHAYAT PRATAPPURA","Payment Success","300000"
"3263","Madhya Pradesh","Construction of culverts and bridges","WS/MP640/2026-2027/274765","MANDLA(DISTRICT COLLECTOR MANDLA_IDA)","Faggan Singh Kulaste (2024-2029)","Elected MP","14-Aug-2026","GRAM PANCHAYAT NARENDRAGARH","Payment Success","300000"
"3264","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP490/2025-2026/241035","VARANASI(DISTRICT MAGISTRAE VARANASI_IDA)","Shri Narendra Modi (2024-2029)","Elected MP","14-Aug-2026","SHARADA ENTERPRISES","Payment Success","410876"
"3265","Telangana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18189/2026-2027/261345","KHAMMAM(DISTRICT COLLECTOR KHAMMAM_IDA)","RAMASAHAYAM RAGHURAM REDDY (2024-2029)","Elected MP","19-Aug-2026","Mukthi Kiran Kumar","Payment Success","500000"
"3266","Telangana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18189/2026-2027/261346","KHAMMAM(DISTRICT COLLECTOR KHAMMAM_IDA)","RAMASAHAYAM RAGHURAM REDDY (2024-2029)","Elected MP","19-Aug-2026","Mukthi Kiran Kumar","Payment Success","500000"
"3267","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18054/2025-2026/236406","MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA)","HARIBHAI PATEL (2024-2029)","Elected MP","13-Aug-2026","LANGHNAJ GRAM PANCHAYAT","Payment Success","500000"
"3268","Uttarakhand","Construction of community centers and community halls","WS/MP021/2025-2026/177239","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt (2024-2029)","Elected MP","13-Aug-2026","SEEMA NAULA","Payment Success","12444"
"3269","Uttarakhand","Construction of community centers and community halls","WS/MP021/2025-2026/177240","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt (2024-2029)","Elected MP","13-Aug-2026","SEEMA NAULA","Payment Success","10980"
"3270","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18324/2025-2026/263231","AMRELI(DISTRICT COLLECTOR AMRELI_IDA)","BHARATBHAI MANUBHAI SUTARIYA (2024-2029)","Elected MP","17-Aug-2026","KERIYA GRAM PANCHAYAT","Payment Success","51000"
"3271","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18001/2025-2026/255456","Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA)","GM Harish Balayogi (2024-2029)","Elected MP","22-Aug-2026","PINDI UMA LAKSHMANA KUMAR","Payment Success","499979"
"3272","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18001/2025-2026/255457","Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA)","GM Harish Balayogi (2024-2029)","Elected MP","22-Aug-2026","PINDI UMA LAKSHMANA KUMAR","Payment Success","499248"
"3273","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18001/2025-2026/255458","Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA)","GM Harish Balayogi (2024-2029)","Elected MP","22-Aug-2026","PINDI UMA LAKSHMANA KUMAR","Payment Success","499671"
"3274","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18001/2025-2026/255459","Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA)","GM Harish Balayogi (2024-2029)","Elected MP","22-Aug-2026","PINDI UMA LAKSHMANA KUMAR","Payment Success","499936"
"3275","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP793/2025-2026/252074","DEORIA(DISTRICT MAGISTRATE DEORIA)","Kamlesh Paswan (2024-2029)","Elected MP","20-Aug-2026","DWIVIDI CONSTRUCTION AND SUPPLIER PRO HARE RAM DWIVEDI","Payment Success","882640"
"3276","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP793/2025-2026/252070","DEORIA(DISTRICT MAGISTRATE DEORIA)","Kamlesh Paswan (2024-2029)","Elected MP","20-Aug-2026","DWIVIDI CONSTRUCTION AND SUPPLIER PRO HARE RAM DWIVEDI","Payment Success","883230"
"3277","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP793/2025-2026/252075","DEORIA(DISTRICT MAGISTRATE DEORIA)","Kamlesh Paswan (2024-2029)","Elected MP","20-Aug-2026","DWIVIDI CONSTRUCTION AND SUPPLIER PRO HARE RAM DWIVEDI","Payment Success","426098"
"3278","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18324/2025-2026/257833","AMRELI(DISTRICT COLLECTOR AMRELI_IDA)","BHARATBHAI MANUBHAI SUTARIYA (2024-2029)","Elected MP","13-Aug-2026","GRAM PANCHAYAT DHOLARVA","Payment Success","268042"
"3279","Tamil Nadu","Construction of public toilets and bathrooms","WS/MP18269/2026-2027/246439","SALEM(DISTRICT COLLECTOR SALEM_IDA)","SELVAGANAPATHI T M (2024-2029)","Elected MP","13-Aug-2026","K S Construction","Payment Success","1967994"
"3280","Telangana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18189/2026-2027/260079","BHADRADRI KOTHAGUDEM(District Collector Bhadradri Ktdm_IDA)","RAMASAHAYAM RAGHURAM REDDY (2024-2029)","Elected MP","15-Aug-2026","YARAGARLA RADHAKRISHNA","Payment Success","398519"
"3281","Chhattisgarh","Development of playfields and sports grounds","WS/MP18050/2026-2027/285089","Uttar Bastar Kanker(DISTRICT COLLECTOR KANKER_IDA)","BHOJRAJ NAG (2024-2029)","Elected MP","13-Aug-2026","MEDO JAL AND SWACHATA SAMITI","Payment Success","948000"
"3282","Tamil Nadu","Construction of bus-sheds or bus-stops","WS/MP18175/2025-2026/221065","DHARMAPURI(DISTRICT COLLECTOR DHARMAPURI_IDA)","MANI. A. (2024-2029)","Elected MP","12-Aug-2026","SVB Builders","Payment Success","749456"
"3283","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18276/2025-2026/256968","VADODARA(DISTRICT COLLECTOR VADODARA_IDA)","JASHUBHAI BHILUBHAI RATHVA (2024-2029)","Elected MP","18-Aug-2026","SAMASPURA GRAM PANCHAYAT","Payment Success","350000"
"3284","Andhra Pradesh","Construction of buildings for crèches and anganwadies","WS/MP18017/2025-2026/230972","Visakhapatnam(DISTRICT COLLECTOR VISAKHAPATNAM_IDA)","Sribharat MathuKumli (2024-2029)","Elected MP","12-Aug-2026","DUMPALA SIVA KUMAR RAO","Payment Success","720412"
"3285","Andhra Pradesh","Construction of buildings for crèches and anganwadies","WS/MP18017/2025-2026/262102","Visakhapatnam(DISTRICT COLLECTOR VISAKHAPATNAM_IDA)","Sribharat MathuKumli (2024-2029)","Elected MP","15-Aug-2026","J K D V PRASADA RAJU","Payment Success","527796"
"3286","Andhra Pradesh","Construction of rooms and halls in school and colleges","WS/MP18017/2025-2026/262089","Visakhapatnam(DISTRICT COLLECTOR VISAKHAPATNAM_IDA)","Sribharat MathuKumli (2024-2029)","Elected MP","15-Aug-2026","J K D V PRASADA RAJU","Payment Success","515965"
"3287","Andhra Pradesh","Construction of rooms and halls in school and colleges","WS/MP18017/2025-2026/251077","Visakhapatnam(DISTRICT COLLECTOR VISAKHAPATNAM_IDA)","Sribharat MathuKumli (2024-2029)","Elected MP","15-Aug-2026","J K D V PRASADA RAJU","Payment Success","1093979"
"3288","West Bengal","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18251/2026-2027/241723","South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA)","SAYANI GHOSH (2024-2029)","Elected MP","12-Aug-2026","OHAB SK","Payment Success","349363"
"3289","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18321/2025-2026/163311","ARVALLI(DISTRICT COLLECTOR ARVALLI_IDA)","SHOBHANABEN MAHENDRASINH BARAIYA (2024-2029)","Elected MP","17-Aug-2026","PIPODARA GRAM PANCHAYAT","Payment Success","300000"
